"연령구분","전체",2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05
"연령구분","전체",졸업ㆍ중퇴 후 취업 유경험자 전체,임금 근로자,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,졸업ㆍ중퇴 후 취업 유경험자 전체,임금 근로자,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,졸업ㆍ중퇴 후 취업 유경험자 전체,임금 근로자,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간
"15~29세","전체",3947,3865,1890,457,420,507,267,324,10,3765,3671,1750,412,406,491,255,357,12,3607,3508,1608,400,401,496,257,346,11
"15~29세","남자",1840,1791,822,188,207,231,141,203,12,1794,1742,782,184,185,243,131,217,13,1743,1693,740,183,182,233,139,217,13
"15~29세","여자",2107,2074,1069,269,213,276,126,121,9,1972,1929,969,228,222,248,123,140,10,1864,1814,868,217,219,263,118,129,10
"20~34세","전체",7132,6936,3255,849,704,918,455,755,12,7030,6832,3086,821,722,865,461,877,14,6961,6761,2996,778,759,902,483,843,14
"20~34세","남자",3537,3425,1478,403,361,454,260,469,14,3528,3418,1427,406,336,457,253,540,16,3526,3410,1408,381,373,457,264,527,15
"20~34세","여자",3595,3511,1777,446,342,464,196,286,11,3502,3414,1660,415,386,408,208,337,12,3435,3351,1588,398,386,445,219,316,12
